variant,seed,f1,auc,best_dev_f1,accuracy
abl_f_gate,314,0.8880652335063011,0.9345620395948436,0.8851399856424981,0.8723584108199492
abl_f_gate,1618,0.8776119402985074,0.9388581952117864,0.8830791575889615,0.8613693998309383
abl_f_gate,271,0.8833087149187593,0.9370424723756904,0.8884904983865186,0.8664412510566357
abl_f_gate,577,0.8800599700149924,0.936751841620626,0.8855793679622229,0.8647506339814032
abl_f_gate,999,0.8827893175074184,0.9298687845303868,0.8812949640287769,0.8664412510566357
abl_f_gate,8128,0.8812546676624347,0.9394250690607736,0.8839578028373954,0.8655959425190194
abl_l_0,42,0.8785185185185186,0.9331189571823204,0.8846431146359048,0.8613693998309383
abl_l_0,123,0.8738147337709701,0.9280271639042358,0.8843004627981489,0.8537616229923922
abl_l_0,456,0.8815094339622641,0.9378050184162062,0.8855465884079237,0.8672865595942519
abl_l_0,789,0.8814317673378075,0.9384524631675876,0.8855072463768117,0.8655959425190194
abl_l_0,2024,0.8812546676624347,0.9341649401473298,0.8855182376309138,0.8655959425190194
abl_l_0,7,0.8776119402985074,0.9326542357274402,0.8869690424766019,0.8613693998309383
abl_l_0,13,0.8878990348923534,0.9354814111418048,0.8839898807372606,0.8723584108199492
abl_l_0,99,0.8705526116578349,0.9307809622467772,0.8808020794652803,0.8554522400676247
abl_l_0,2025,0.8724528301886791,0.9357907458563536,0.885317750182615,0.8571428571428571
abl_l_0,314,0.8791044776119403,0.936711556169429,0.8863226272103932,0.8630600169061707
abl_l_0,1618,0.8822205551387847,0.936869820441989,0.8840421664849145,0.8672865595942519
abl_l_0,271,0.875945537065053,0.9350397099447514,0.8861313868613139,0.8613693998309383
abl_l_0,577,0.8824404761904762,0.936072744014733,0.8864046159394158,0.8664412510566357
abl_l_0,999,0.8768171384850802,0.935515941528545,0.8846011131725416,0.863905325443787
abl_l_0,8128,0.8793363499245852,0.9364108540515654,0.8875045804323929,0.8647506339814032
abl_l_0.1,42,0.8811086797957696,0.932254258747698,0.8835884656461376,0.8622147083685545
abl_l_0.1,123,0.8809349890430971,0.9279667357274402,0.885,0.8622147083685545
abl_l_0.1,456,0.886094674556213,0.9357792357274404,0.8835370237239396,0.8698224852071006
abl_l_0.1,789,0.883271375464684,0.9370712476979742,0.8831826401446654,0.8672865595942519
abl_l_0.1,2024,0.8802973977695168,0.9353994014732964,0.8863309352517985,0.863905325443787
abl_l_0.1,7,0.8790087463556852,0.933753453038674,0.8835227272727273,0.8596787827557059
abl_l_0.1,13,0.8826151560178306,0.9347116712707182,0.8832011535688536,0.8664412510566357
abl_l_0.1,99,0.8763878608438194,0.9314859576427256,0.8822890257153205,0.8588334742180896
abl_l_0.1,2025,0.8761194029850746,0.9354310543278084,0.8838896952104499,0.8596787827557059
abl_l_0.1,314,0.8755622188905547,0.9350023020257828,0.8879248011569052,0.8596787827557059
abl_l_0.1,1618,0.8784905660377359,0.9386279926335176,0.8860853432282003,0.863905325443787
abl_l_0.1,271,0.8739622641509434,0.9347605893186004,0.8873394495412843,0.8588334742180896
abl_l_0.1,577,0.8820435762584524,0.93505985267035,0.8849945235487404,0.8672865595942519
abl_l_0.1,999,0.8809704321455648,0.9366655156537752,0.8844036697247707,0.8672865595942519
abl_l_0.1,8128,0.8850746268656717,0.9339721454880294,0.8864786695589298,0.8698224852071006
abl_l_0.5,42,0.8805860805860807,0.9321679327808472,0.8832559800071402,0.8622147083685545
abl_l_0.5,123,0.8776871756856932,0.9342973066298342,0.8850574712643678,0.8605240912933221
abl_l_0.5,456,0.8721461187214611,0.9328786832412524,0.8858413639733136,0.8579881656804734
abl_l_0.5,789,0.8849028400597908,0.935828153775322,0.8867924528301888,0.8698224852071006
abl_l_0.5,2024,0.8778280542986426,0.9324988489871088,0.8845731037009894,0.8630600169061707
abl_l_0.5,7,0.8774289985052317,0.931162235267035,0.889051094890511,0.8613693998309383
abl_l_0.5,13,0.8841010401188707,0.931911832412523,0.8819469669451506,0.8681318681318682
abl_l_0.5,99,0.87667161961367,0.930444290976059,0.8805213613323678,0.8596787827557059
abl_l_0.5,2025,0.8843843843843844,0.935540400552486,0.8892921960072594,0.8698224852071006
abl_l_0.5,314,0.87856071964018,0.9338685543278084,0.8884010245151849,0.8630600169061707
abl_l_0.5,1618,0.8797047970479704,0.9364554558011048,0.8830703012912482,0.8622147083685545
